record_id,Tarih,?? Emri No,?? Merkezi No,??merkezi Ad?,?? ?stasyon Ad?,Stok Ad?,Vardiya,A (Kullan?l?rl?k),P (Performans),Q (Kalite),OEE,Çal??ma Süresi,Duru? Süresi,Planl? Duru? Süresi,Plans?z Duru? Süresi,Üretilen Miktar,Hatal? Üretilen Miktar
143,11/6/2025,3021080354,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,90.1,104.47,100,94.13,127.48,12.62,0,12.62,90,0
144,11/6/2025,3022324916,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,100,103.94,100,103.94,119.3,0,0,0,93,0
145,11/6/2025,3027806892,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,3,48.15,107.08,100,51.56,98.27,50.95,0,50.95,38,0
146,11/6/2025,3027752658,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,2,100,102.53,100,102.53,59.6,1.08,1.08,0,45,0
147,11/6/2025,3027410438,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,2,100,112.68,100,112.68,1.18,0,0,0,1,0
148,11/6/2025,3029516423,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,100,104.5,100,104.5,100.3,3.33,3.33,0,76,0
149,11/6/2025,3028532752,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,97.37,105.49,100,102.72,105.15,2.77,0,2.77,81,0
150,11/6/2025,3024686226,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,60.57,110.8,100,67.11,19.87,7.83,0,7.83,10,0
151,11/6/2025,3024702389,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,100,103.66,100,103.66,133.77,0,0,0,104,0
152,11/6/2025,3023623451,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,94.76,106.01,100,100.46,120.78,6.33,0,6.33,91,0
153,11/6/2025,3023476195,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,3.49,164.1,100,5.73,55.9,53.95,0,53.95,2,0
154,11/6/2025,3021085588,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,0,0,0,0,0.13,0.13,0.13,0,0,0
155,11/6/2025,3026599506,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,40.22,103.97,100,41.82,59.55,35.6,0,35.6,36,0
156,11/6/2025,3026221691,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,73.32,100.1,100,73.39,22.62,6.03,0,6.03,24,0
157,11/6/2025,3021231966,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,95.35,202.44,100,193.03,0.72,0.03,0,0.03,2,0
158,11/6/2025,3029987404,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,1,0,0,0,0,0,0,0,0,0,5
159,11/6/2025,3024554576,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,1,5.4,88.3,100,4.77,29,27.43,0,27.43,2,0
160,11/6/2025,3023170260,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,1,100,97.78,100,97.78,121.67,0,0,0,172,0
161,11/6/2025,3023794291,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,1,100,97.42,100,97.42,119.28,0,0,0,168,0
162,11/6/2025,3024153359,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,1,100,98.15,100,98.15,87.38,0,0,0,124,0
163,11/6/2025,3021262511,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,3,0,0,0,0,0,0,0,0,73,102
164,11/6/2025,3022295401,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,3,59.15,83.87,100,49.61,100.78,41.17,0,41.17,80,0
165,11/6/2025,3023023794,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,3,7.98,0,0,0,6.27,5.77,0,5.77,0,0
166,11/6/2025,3022594077,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,3,100,85.71,100,85.71,2.92,0,0,0,4,0
167,11/6/2025,3027566202,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,100,103.68,100,103.68,49.38,0,0,0,32,0
168,11/6/2025,3029951449,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Unpainted Lower,2,99.83,99.48,100,99.31,96.12,0.17,0,0.17,138,0
169,11/6/2025,3029412653,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,0,0,0,0,0,0,0,0,0,2
170,11/6/2025,3021858265,,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,3,100,98.78,100,98.78,1.37,0,0,0,1,0
171,11/6/2025,3026169544,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,0,0,0,0,0,0,0,0,0,1
172,11/6/2025,3027758335,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,92.33,94.63,100,87.37,66.5,5.1,0,5.1,83,0
173,11/6/2025,3023151033,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,97.68,96.54,100,94.3,94.27,2.18,0,2.18,127,0
174,11/6/2025,3025713096,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,100,95.21,100,95.21,6.62,0,0,0,9,0
175,11/6/2025,3023712656,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,3,5.15,87.83,100,4.52,257.98,244.7,0,244.7,10,0
176,11/6/2025,3022116953,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,3,100,93.83,100,93.83,6.22,0,0,0,5,0
177,11/6/2025,3026399422,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,0,0,0,0,0,0,0,0,0,1
178,11/6/2025,3026348351,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,99.43,95.27,100,94.73,23.4,0.13,0,0.13,19,0
179,11/6/2025,3025843842,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,51.53,94.67,100,48.78,103.48,59.12,17.38,41.73,36,0
180,11/6/2025,3021273589,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,81.42,100.86,100,82.12,105.13,19.53,0,19.53,74,0
181,11/6/2025,3021573574,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,100,61.95,100,61.95,1.88,0,0,0,1,0
182,11/6/2025,3024449229,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,0,0,0,0,0,0,0,0,0,4
183,11/6/2025,3022965486,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,0,0,0,0,0,0,0,0,0,1
184,11/6/2025,3024268609,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,96.01,96.48,100,92.63,,4.07,0,4.07,81,0
185,11/6/2025,3021270129,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,95.58,94.93,100,90.73,119.58,5.28,0,5.28,93,0
186,11/6/2025,3023781917,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,100,66.67,100,66.67,3.5,0,0,0,2,0
187,11/6/2025,3022262824,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,100,87.88,100,87.88,30.53,0,0,0,23,0
188,11/6/2025,3023909838,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,84.76,93.11,100,78.92,48.78,7.43,0,7.43,33,0
189,11/6/2025,3022940987,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,97.81,90.26,100,88.28,105.72,2.32,0,2.32,80,0
190,11/6/2025,3023645544,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,1,45.18,89.62,100,40.49,49.8,38.08,23.87,14.22,9,0
191,11/6/2025,3028197302,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,3,0,0,0,0,0.27,0.27,0,0.27,0,0
192,11/6/2025,3025580742,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0,0,0,0,0.12,0.12,0,0.12,0,0
193,11/6/2025,3027339366,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0,0,0,0,0.2,0.2,0,0.2,0,0
194,11/6/2025,3027285382,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,0,0,0,0,0.18,0.18,0,0.18,0,0
195,11/6/2025,3025165379,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,0,0,0,0,0,0,0,0,0,5
196,11/6/2025,3025607992,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,2,0,0,0,0,0.55,0.55,0.27,0.28,0,0
197,11/6/2025,3023500443,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,1,0,0,0,0,0.18,0.18,0.18,0,0,0
198,11/6/2025,3026025925,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,1,0,0,0,0,17.9,17.9,0,17.9,0,0
199,11/6/2025,3025418572,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,ICA3-S-Reinforcement,1,100,99.05,100,99.05,33.22,0,0,0,47,0
200,11/6/2025,3027787933,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,2,0,0,0,0,76.03,76.03,74.22,1.82,0,0
201,11/6/2025,3023741074,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,2,0,0,0,0,2.32,2.32,2.32,0,0,0
202,11/6/2025,3023885450,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,2,78.13,100.63,100,78.62,128.78,28.17,0,28.17,75,0
203,11/6/2025,3029056044,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,2,100,93.97,100,93.97,7.18,0,0,0,5,0
204,11/6/2025,3023998412,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,100,100.46,100,100.46,120.78,0,0,0,208,0
205,11/6/2025,3025771094,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,40.28,0,0,0,1.2,0.72,0,0.72,0,0
206,11/6/2025,3028559319,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,3.42,135.92,100,4.65,50.2,48.48,0,48.48,4,0
207,11/6/2025,3029179839,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,83.84,98.79,100,82.83,78.88,12.75,0,12.75,112,0
208,11/6/2025,3028924872,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,96.44,99.99,100,96.43,128.25,4.57,0,4.57,212,0
209,11/6/2025,3025746264,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,1,100,95.27,100,95.27,68.32,0,0,0,110,0
210,11/6/2025,3025981623,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,1,100,96.35,100,96.35,79.83,0,0,0,130,0
211,11/6/2025,3028465598,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,1,100,96.55,100,96.55,16.15,0.22,0.22,0,26,0
212,11/6/2025,3029326993,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,1,100,95.93,100,95.93,120.88,0,0,0,196,0
213,11/6/2025,3027340478,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,1,100,0,0,0,0.08,0,0,0,0,0
214,11/6/2025,3029061532,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,3,100,101.37,100,101.37,109.2,0,0,0,82,0
215,11/6/2025,3028677407,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,3,100,102.04,100,102.04,38.37,0,0,0,29,0
216,11/6/2025,3022882445,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,3,100,102.47,100,102.47,,0,0,0,91,0
217,11/6/2025,3025674332,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,3,88.45,102.28,100,90.47,43.85,5.07,0,5.07,68,0
218,11/6/2025,3024242959,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,3,100,97.59,100,97.59,1.38,0,0,0,1,0
219,11/6/2025,3025223994,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,3,100,101.38,100,101.38,101.2,0,0,0,76,0
220,11/6/2025,3024775098,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,2,94.45,98.42,100,92.96,206.23,11.45,0,11.45,142,0
221,11/6/2025,3029058638,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,3,64.2,74.65,100,47.93,5.63,2.02,0,2.02,2,0
222,11/6/2025,3023921848,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,3,100,93.1,100,93.1,11.6,0,0,0,8,0
223,11/6/2025,3026786946,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,3,82.53,101.3,100,83.6,113.03,19.75,0,19.75,70,0
224,11/6/2025,3021694705,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,ICA3-S-Unpainted Lower Bumper,2,100,137.29,100,137.29,0.98,0,0,0,1,0
225,11/6/2025,3027101334,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,1,85.2,99.47,100,84.75,120.8,17.88,0,17.88,74,0
226,11/6/2025,3024775371,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,2,96.55,102.12,100,98.6,115.02,3.97,0,3.97,84,0
227,11/6/2025,3028123262,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,2,80.67,108.51,100,87.54,117.2,22.65,0,22.65,76,0
228,11/6/2025,3028203964,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,2,2.37,88.04,100,2.09,350,250,0,63.07,1,0
229,11/6/2025,3026136319,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER UNPAINTED ICE,2,100,129.08,100,129.08,4.18,0,0,0,4,0
230,11/6/2025,3021553690,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J74 LOWER MIC,1,100,148.21,100,148.21,1.87,0,0,0,2,0
231,11/7/2025,3025579992,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA3-S-Lower Bumper MIC,3,100,103.19,100,103.19,121.67,0,0,0,93,0
232,11/7/2025,3028333116,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA3-S-Lower Bumper MIC,3,0,0,0,0,0,0,0,0,0,4
233,11/7/2025,3022633027,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,0,0,0,0,359.27,359.27,359.27,0,0,0
234,11/7/2025,3021076267,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,95.73,95.82,100,91.73,120.73,5.18,0.03,5.15,91,0
235,11/7/2025,3024865236,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,87.63,95.75,100,83.91,116,14.35,0,14.35,80,0
236,11/7/2025,3026061989,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,95.56,96.47,100,92.19,117.47,5.22,0,5.22,89,0
237,11/7/2025,3021326193,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,53.19,69.59,100,37.01,119.15,85.93,56.7,29.23,19,0
238,11/7/2025,3023899185,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA3-S-Lower Bumper MIC,3,100,103.22,100,103.22,124.25,0,0,0,95,0
239,11/7/2025,3024538865,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,0,0,0,0,379.62,379.62,379.62,0,0,0
240,11/7/2025,3026439935,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,100,0,0,0,1.95,0,0,0,0,0
241,11/7/2025,3026698666,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,2,92.94,90.79,100,84.38,125.43,8.85,0,8.85,87,0
242,11/7/2025,3028443151,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,1,97.33,96.14,100,93.57,53.62,1.43,0,1.43,86,0
243,11/7/2025,3029339687,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA3-S-Lower Bumper MIC,3,100,101.92,100,101.92,120.53,0,0,0,91,0
244,11/7/2025,3021091637,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA3-S-Lower Bumper MIC,3,100,86.17,100,86.17,3.13,0,0,0,2,0
245,11/7/2025,3021799344,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA3-S-Lower Bumper MIC,3,0.06,0,0,0,29.92,29.9,0,29.9,0,0
246,11/7/2025,3025903978,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA3-S-Lower Bumper MIC,2,0,0,0,0,16.48,16.48,0,16.48,0,0
247,11/7/2025,3023820450,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,1,98.32,98.17,100,96.52,129.33,2.17,0,2.17,214,0
248,11/7/2025,3024731947,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 UPPER UNPAINTED,1,73.85,130.43,100,96.32,3.63,0.95,0,0.95,6,0
249,11/7/2025,3026713150,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,100,94.36,100,94.36,119.13,0,0,0,190,0
250,11/7/2025,3021156940,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,96.5,96.05,100,92.69,99.58,3.48,0,3.48,156,0
251,11/7/2025,3026836379,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,99.22,93.88,100,93.15,74.95,0.58,0,0.58,118,0
252,11/7/2025,3023835774,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,18.99,86.19,100,16.37,94.73,83.75,36.88,46.87,16,0
253,11/7/2025,3022001298,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,100,101.39,100,101.39,3.6,0,0,0,3,0
254,11/7/2025,3029006973,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,MCA3-S-Lower Bumper MIC,3,45.98,102.12,100,46.95,80.5,43.48,0,43.48,28,60
255,11/7/2025,3021814278,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,3,100,101.72,100,101.72,96.78,1.1,1.1,0,80,0
256,11/7/2025,3022224859,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,0,0,0,0,0,0,0,0,0,2
257,11/7/2025,3026197676,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,100,107.69,100,107.69,2.6,0,0,0,2,0
258,11/7/2025,3027426348,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 REINFORCEMENT Non-Camera,3,100,94.95,100,94.95,22.43,0,0,0,36,0
259,11/7/2025,3023029732,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,99.18,103.44,100,102.59,107.87,0.88,0,0.88,83,0
260,11/7/2025,3023719869,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 Unpainted Upper,1,100,96.39,100,96.39,4.15,0,0,0,3,0
261,11/7/2025,3028389863,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,1,0,0,0,0,0,0,0,0,0,3
262,11/7/2025,3025345274,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,1,99.31,80.19,100,79.64,26.68,0.18,0,0.18,34,0
263,11/7/2025,3022039514,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,1,100,80.56,100,80.56,60.52,0,0,0,78,0
264,11/7/2025,3024872835,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,1,90.05,80.07,100,72.1,100.55,10,0,10,116,0
265,11/7/2025,3029905511,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,1,100,81.03,100,81.03,38.57,0,0,0,50,0
266,11/7/2025,3021448938,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 Sport Lower Unpainted,1,100,0,0,0,350,250,0,0,0,0
267,11/7/2025,3027003874,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,3,0.16,0,0,0,169.3,169.25,137.78,31.47,0,0
268,11/7/2025,3022295234,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,2,92.17,103.15,100,95.07,92.57,7.25,0,7.25,55,0
269,11/7/2025,3021881149,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,100,101.71,100,101.71,100.48,0,0,0,73,0
270,11/7/2025,3021915962,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,2,100,0,0,0,0.1,0,0,0,0,0
271,11/7/2025,3021308782,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,104.87,100,104.87,119,0,0,0,78,0
272,11/7/2025,3026696864,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,104.17,100,104.17,116.73,0,0,0,76,0
273,11/7/2025,3029325522,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,97.72,103.89,100,101.52,104.02,2.37,0,2.37,66,0
274,11/7/2025,3022876609,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,102.4,100,102.4,18.75,0,0,0,12,0
275,11/7/2025,3026568428,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,100,0,0,0,0.45,0,0,0,0,0
276,11/7/2025,3028533148,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V710 Lower Leg Stiffener,3,0.19,0,0,0,50.9,50.83,16.32,34.52,0,0
277,11/7/2025,3024840849,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,100,101.18,100,101.18,116.23,0,0,0,84,0
278,11/7/2025,3029947216,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,65.2,99.64,100,64.97,56.03,19.5,0,19.5,26,0
279,11/7/2025,3029175038,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,2,100,105.88,100,105.88,3.97,0,0,0,3,0
280,11/7/2025,3021504245,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,0,0,0,0,44.4,44.4,0,44.4,0,0
281,11/7/2025,3021746048,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEW Unpainted Upper,1,98.37,101.96,100,100.3,106.08,1.73,0,1.73,76,0
282,11/7/2025,3021171724,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 MIC White Upper,1,98.25,105.08,100,103.24,120.88,2.12,0,2.12,78,0
283,11/7/2025,3027555610,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 LLS,3,9.82,62.86,100,6.17,17.82,16.07,0,16.07,2,0
284,11/7/2025,3021264536,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,ICA3-S- Upper Bumper MIC WHITE,2,0.33,0,0,0,51.2,51.03,0,51.03,0,0
285,11/7/2025,3022507905,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J74 LLS,2,100,109.43,100,109.43,115.6,0,0,0,230,0
